number,idx,author_short,year,journal_short,doi,Hyperlink,openalex_id,authors,title,institutions,abstract,match_type,techmax,methmax,contmax,tech|00,tech|01,tech|02,tech|03,tech|04,tech|05,tech|06,tech|07,tech|08,tech|09,tech|10,tech|11,tech|12,tech|13,tech|14,tech|15,tech|16,meth|00,meth|01,meth|02,meth|03,meth|04,meth|05,meth|06,meth|07,meth|08,meth|09,cont|0,cont|1,cont|2,cont|3,cont|4,cont|5,peer-reviewed,openalex_landing_page,toxic,hazard,harm,nickel,chromium,dunite,olivine,ultramafic,serpentine,mafic,basalt,wollastonite,Ni,Cr,keyword_analyzed,cdrlit_meth
106687,6687.0,"Beaury, E. et al.",2024,,10.1101/2024.01.04.574063,https://doi.org/10.1101/2024.01.04.574063,W4390649529,Evelyn M. Beaury; Jeffrey R. Smith; Jonathan M. Levine,Global spatial potential for implementing land-based climate mitigation,Princeton University; Princeton University; Princeton University,"Land-based mitigation strategies (LBMS) are critical to reducing climate change and will require large areas for their implementation. Yet few studies have considered how and where LBMS compete for land or are mutually compatible across Earths surface. We derived high resolution estimates of the spatial distribution of 19 different LBMS. We estimated 8.9 billion ha suitable for LBMS across the Earth, including 5.6 Bha suitable for only one of the studied strategies and 3.3 Bha suitable for multiple LBMS. We identified significant conflicts between better carbon management of existing land cover types, and restoration-based strategies such as reforestation. At the same time, several agricultural management LBMS were compatible over large areas, including for example, enhanced weathering and improved plantation rotations. Our analysis presents local stakeholders, communities, and governments with the range of LBMS options, and the opportunity costs associated with scaling up any given LBMS to reduce global climate change.",,tech|10,meth|03,cont|5,0.03,0.02,0.02,0.03,0.19,0.18,0.09,0.02,0.06,0.01,0.84,0.04,0.02,0.01,0.03,0.16,0.01,0.06,0.01,0.28,0.85,0.02,0.04,0.02,0.01,0.02,0.03,0.01,0.0,0.02,0.0,0.43,0.51,,https://doi.org/10.1101/2024.01.04.574063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107550,7550.0,"Misebo, A. et al.",2022,,10.3390/f13010063,https://doi.org/10.3390/f13010063,W4205240929,Amisalu Milkias Misebo; Marcin Pietrzykowski; Bartłomiej Woś,Soil Carbon Sequestration in Novel Ecosystems at Post-Mine Sites—A New Insight into the Determination of Key Factors in the Restoration of Terrestrial Ecosystems,"Department of Ecology and Silviculture, Faculty of Forestry, University of Agriculture in Krakow, Al. 29 Listopada 46, 31-425 Krakow, Poland; Department of Environmental Science, Wolaita Sodo University, Wolaita Sodo P.O. Box 138, Ethiopia; Department of Ecology and Silviculture, Faculty of Forestry, University of Agriculture in Krakow, Al. 29 Listopada 46, 31-425 Krakow, Poland; Department of Ecology and Silviculture, Faculty of Forestry, University of Agriculture in Krakow, Al. 29 Listopada 46, 31-425 Krakow, Poland","Mining activities are one of the main causes of land degradation around the world and reduce the quality of the surrounding ecosystems. Restoration approaches using different vegetations and reclamation methods have been implemented to address this issue. In this review, paper, different studies focusing on the effect of the restoration of mining sites on the accumulation of soil organic carbon (SOC) were analyzed. SOC in reclaimed mining soil (RMS) increased considerably after various restoration efforts were implemented. The amount of SOC accumulated in RMS was mostly influenced by the restoration age, vegetation type, and substrate or type of reclamation used. From the scientific papers analyzed, we found that SOC accumulation increases with restoration age; however, vegetation type and reclamation have varied effects. According to the review, the restoration of mine sites with vegetation resulted in a rate of SOC accumulation ranging from 0.37 to 5.68 Mg SOC ha−1 year−1. Climate conditions influenced the type of vegetation used for restoration. Regrading, liming, NPK fertilization, and seeding a mix of legumes and grasses were the most efficient reclamation techniques. Additionally, the use of grass and legume better facilitates the early accumulation of SOC compared with afforestation. Thus, the selection of appropriate tree species composition, reclamation treatments, and restoration age are the key factors for a high SOC accumulation rate.",,tech|04,meth|05,cont|5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.3390/f13010063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108032,8032.0,"Akinde, B. et al.",2020,,10.1016/j.heliyon.2020.e05090,https://doi.org/10.1016/j.heliyon.2020.e05090,W3090673100,Bamikole Peter Akinde; Abiodun Ojo Olakayode; D. J. Oyedele; Fatai Oladapo Tijani,"Selected physical and chemical properties of soil under different agricultural land-use types in Ile-Ife, Nigeria","Department of Soil Science and Land Resources Management, Obafemi Awolowo University, Ile-Ife, 220005, Nigeria; Department of Soil Science and Land Resources Management, Obafemi Awolowo University, Ile-Ife, 220005, Nigeria; Department of Soil Science and Land Resources Management, Obafemi Awolowo University, Ile-Ife, 220005, Nigeria; Department of Soil Science and Land Resources Management, Obafemi Awolowo University, Ile-Ife, 220005, Nigeria","This study examined changes in soil properties under different types of agricultural land-use. This was done with a view to extending knowledge on the nature of soil properties under long-term land-use practices. The study investigated six types of land-use: paddock, continuously cropped, secondary forest, teak, oil palm, and cacao plantations. Soil strength and saturated hydraulic conductivity were determined in-situ at two soil depths (0–15 and 15–30 cm) across the land-use types. Soil samples were collected to determine particle size distribution, bulk density, aggregate stability, pH, organic carbon, cation exchange capacity, total nitrogen, and available phosphorus. The data obtained were subjected to analysis of variance and Duncan's multiple range test was used to separate significant means at p ≤ 0.05. The results showed that land-use types such as forest, cacao and continuously cropped had higher saturated hydraulic conductivity, while soil bulk density was highest under continuously cropped land-use type (1.55 g cm−3). The soil aggregates of forest, teak, and oil palm land-use types were more stable, but soil under oil palm land-use had the highest soil strength (5.65 kg m−2). Soil pH across the land-use types was slightly acidic to strongly acidic, while soil organic carbon was least in continuously cropped land (3.87 g kg−1). The total nitrogen content of soil across the land-use types was high, but the available phosphorus was low. Paddock, cacao, and continuously cropped land-use types had higher cation exchange capacity. The results implied that continuous cultivation led to depletion in soil physical and chemical properties, whereas, afforestation and cultivation of tree crops conserved soil properties better. Therefore, the establishment of tree crop plantations and conservative soil management practices such as manuring, mulching, liming, and conservation tillage were suggested to prevent agricultural lands from degradation in areas with soils under similar conditions.",,tech|04,meth|00,cont|5,0.02,0.03,0.02,0.03,0.9,0.38,0.1,0.06,0.14,0.03,0.77,0.03,0.02,0.01,0.04,0.06,0.02,0.97,0.04,0.01,0.03,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,1.0,,https://doi.org/10.1016/j.heliyon.2020.e05090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109199,9199.0,"Okawara, R.",2007,,10.2208/proge.15.207,https://doi.org/10.2208/proge.15.207,W2326398104,Ryoji Okawara,Development of greening methods for the reforestation of the surface rock,"Hydraulic and Bio-engineering Research Section, Technology Center Taisei Corporation","Experimental reforestation has been conducted on the steep slope surface of rock with three varied environmental conditions in regard with fissures, the degree of weathering and the presence and absence of spring waters. The initial conditions of the test plots and preliminary results were reported on 13th symposium in 2005. The continuous results of field experiment collected in 2006 were summarized in the present report. The frequency of fissures, the degree of weathering and the presence of spring water were determined in the test plots. The water content of surface soil and the content of nutrients were also measured. Slightly higher water content of soil surface was observed in the root-beds supporting seedling survival. The nutrient contents of total nitrogen, total carbon, exchangeable cations (Ca, Mg, K, Na) did not show significant difference among test plots. Available phosphate content showed wide variation among test plots. The survival rates of planted seedlings did not necessarily coincide with nutrient contents except available phosphate and the number of fissures in the surface of rock. These results suggested that the water content, available phosphate and the fissures in the rock surface could be the important factor to decide survival of seedlings. Therefore it is very important to select proper position of planting for the survival of seedlings on the rock surface.",,tech|10,meth|00,cont|5,0.01,0.01,0.02,0.02,0.26,0.32,0.13,0.03,0.11,0.01,0.56,0.03,0.07,0.01,0.03,0.06,0.01,0.89,0.01,0.0,0.05,0.01,0.11,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.2208/proge.15.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109306,9306.0,"Ranger, J. et al.",2010,,,,W2243760401,Jacques Ranger; Jean‐Paul Laclau; Jérôme Jaffrain; Hugues Titeux; Louis Mareschal; Philippe Deleporte; Bruno Delvaux; Arnaud Legout; Étienne Dambrine; R. J. Gilkes; N. Prakongkep,Soil solution monitoring in a network of forest ecosystems under temperate and tropical climates provides new insights on the current soil functioning,,"Medium term monitoring of forest soils in the temperate and the tropical environment allow us to show that soil solutions represent an efficient tool to assess the changes in current soil functioning because they are one of the most reactive components of the ecosystem. A conceptual model is proposed to gain insight into the interactions between soil solutions and the soil solid phase. Several examples will be presented where soil solution monitoring was used to address specific ecological questions e.g. i- the influence of stand age on element leaching, ii- the effects of tree species on current soil processes, iii- the Impact of tree species on the origin and on the dynamic of dissolved organic carbon in different soil solution types, iv- the effects of afforestation of herbaceous savannas with Eucalyptus plantations in Africa on the chemistry of superficial water, and, v the effects of fertilisation and/or liming on current soil functions.",,tech|04,meth|02,cont|5,0.02,0.02,0.01,0.02,0.93,0.26,0.06,0.04,0.13,0.02,0.62,0.02,0.02,0.01,0.03,0.03,0.01,0.03,0.03,0.95,0.03,0.0,0.04,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.99,,https://www.iuss.org/19th%20WCSS/Symposium/pdf/2198.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109362,9362.0,"Pereira, B. et al.",2014,,,,W2182708295,Bruno Fernando Faria Pereira; Carlos Alberto Franco Tucci; J. Z. L. Santos; T. A. F. Silva,PHOSPHORUS SOURCES: EFFECT ON THE TROPICAL CEDAR NUTRITION AND GROWTH,,"(Moreira & Fageria 2009). Studies are necessary to increase P-fertiliser efficiency to save fertilisation costs and P reserves. The Brazilian Amazon rainforest holds about 100 billion tonnes of carbon, equivalent to more than 10 years of global fuel emissions (Davidson et al. 2012). Thus, the best management practices of P fertilisers are essential to increase the soil fertility for nursery tree production and reforestation projects in the Amazon rainforest. Most scientific studies have reported the effects of P fertilisers on agronomic species (Fageria et al. a slight effect on plant nutrition and 1995, Fernandez et al. 2000, Muraoka et al. 2002, Szilas et al. 2007, Costa 2011). However, many questions remain on the effects of P sources and liming on nutrition and growth of forest species in tropical ecosystem (Silva et al. 2011). Studies regarding P fertilisation were carried out on non-tropical forest species",,tech|10,meth|05,cont|5,0.02,0.02,0.02,0.06,0.24,0.2,0.04,0.03,0.15,0.01,0.85,0.05,0.03,0.02,0.04,0.08,0.01,0.01,0.02,0.01,0.02,0.01,0.93,0.01,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.99,,https://www.frim.gov.my/v1/JTFSOnline/jtfs/v26n4/513-521.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109904,9904.0,"Grieve, I.",1990,,10.1016/0022-1694(90)90216-k,https://doi.org/10.1016/0022-1694(90)90216-k,W2038786255,Ian C. Grieve,"Effects of catchment liming and afforestation on the concentration and fractional composition of aluminium in the Loch Fleet catchment, SW Scotland","Department of Environmental Science, University of Stirling, Stirling FK9 4LA U.K.","Concentrations of total, total monomeric and organic monomeric forms of aluminium and of iron, anions and dissolved organic carbon (DOC) in streams draining one forested and two moorland catchments in southwest Scotland were measured over a 3-year period. Catchments were limed during the study and comparisons of stream chemistry were made before and after liming under the two land-use types. Within individual events, DOC and anion concentrations increased with increasing discharge, and aluminium concentrations showed little change with discharge. In the pre-liming phase as a whole, organic monomeric Al was strongly correlated with DOC and inorganic monomeric Al was strongly correlated with anions, particularly Cl. The forested catchment had higher mean DOC and SO4, but lower mean Al. After liming, Al concentrations were reduced, by up to 80% for monomeric forms, and these low levels prevented observation of correlations with DOC and anions. Liming treatments were effective in both forested and moorland catchments, lasted for at least 2.5 years after treatment, and low rates of application to bog areas were as effective as entire catchment treatments.",,tech|10,meth|00,cont|5,0.01,0.01,0.01,0.02,0.1,0.06,0.17,0.01,0.04,0.01,0.8,0.05,0.06,0.02,0.04,0.04,0.01,0.98,0.02,0.02,0.03,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/0022-1694(90)90216-k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110082,10082.0,"Laine, J.",2012,,10.1016/j.rser.2012.06.009,https://doi.org/10.1016/j.rser.2012.06.009,W1999313749,J. Laine,Perspective of the preparation of agrichars using fossil hydrocarbon coke,"Instituto Venezolano de Investigaciones Científicas Apt. 20632, Caracas 1020-A, Venezuela","The increasing demand of fossil fuels and decreasing light oil proven reserves lead to a future scenario of abundant coke production from the refinement of non-conventional fossil hydrocarbons. This paper highlights the possibility of using coke as an agrichar for preparing fertile soils resembling Amazonian terra preta. It is suggested that this alternative may contribute to both the capture of greenhouse gas by afforestation and the increase of rainfall by the albedo effect. It is proposed that the ideal agrichar must function as a store of nutrients in the form of graphene substituted NPK groups at the micropore molecular structure, providing habitat for plant friendly microorganism inside its macropores. The possibility of a sink effect connecting nutrient storage with microorganisms has also been proposed. A preliminary discussion on the possible coking procedures to improve the resulting agrichar efficacy, three options for large scale desert greening using agrichar as well as recommendations for further research are presented.",,tech|10,meth|05,cont|5,0.02,0.03,0.04,0.05,0.16,0.39,0.13,0.03,0.07,0.02,0.62,0.03,0.01,0.01,0.03,0.11,0.01,0.01,0.03,0.03,0.02,0.01,0.89,0.01,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.rser.2012.06.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110795,10795.0,"Vassilev, S. et al.",2022,,10.1016/j.fuel.2022.124010,https://doi.org/10.1016/j.fuel.2022.124010,W4220864669,Stanislav V. Vassilev; Christina G. Vassileva; Nadia Petrova,Mineral carbonation of thermally treated and weathered biomass ashes with respect to their CO2 capture and storage,"Institute of Mineralogy and Crystallography, Bulgarian Academy of Sciences, Acad. G. Bonchev Street, Block 107, Sofia 1113, Bulgaria; Institute of Mineralogy and Crystallography, Bulgarian Academy of Sciences, Acad. G. Bonchev Street, Block 107, Sofia 1113, Bulgaria; Institute of Mineralogy and Crystallography, Bulgarian Academy of Sciences, Acad. G. Bonchev Street, Block 107, Sofia 1113, Bulgaria","Five long-term stored biomass ashes (BAs) from beech wood chips, corn cobs, sunflower shells, plum pits, and walnut shells produced at 500 °C were thermally treated at 900 °C and subsequently weathered to evaluate their CO2 capture and storage (CCS) potential by mineral carbonation. A combination of different mineralogical, chemical and thermal analyses was used for that purpose. The BAs studied are highly enriched in alkaline-earth and alkaline oxides (52–91%) and they belong to diverse chemical ash types. The minerals responsible for CCS of these BAs include Ca, K, K-Ca and Ca-Mg carbonates and bicarbonates such as calcite, fairchildite, kalicinite, dolomite, and butschliite. The formation of these minerals is a result of interactions between alkaline-earth and alkaline oxyhydroxides in BA and flue CO2 gas during residual char combustion and especially atmospheric CO2 during BA storage and weathering. It was found that the BAs studied show significant CCS capacity, namely about 19–33% (mean 27%). It was emphasized that the renewable and carbon-neutral biomass also has some extra CCS potential due to the sequestration of atmospheric CO2 during BA storage and weathering. Therefore, the future large-scale bioenergy production in a sustainable way can contribute greatly for decreasing CO2 emissions in the atmosphere and can reduce the use of costly CCS technologies.",,tech|10,meth|01,cont|5,0.22,0.38,0.02,0.23,0.03,0.03,0.01,0.01,0.02,0.1,0.6,0.02,0.0,0.04,0.01,0.04,0.02,0.01,0.99,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.fuel.2022.124010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113907,13907.0,"Swart, N. et al.",2023,,10.1007/978-981-99-2427-1_6,https://doi.org/10.1007/978-981-99-2427-1_6,W4383681533,Nicholas Swart; J. W. Jordaan; Morris Fanadzo; Nothando Dunjana; Ernest Dube,Integrated Soil Acidity Management for Sustainable Crop Production in South African Smallholder Farming Systems,"School of Natural Resource Management, Nelson Mandela University, George, South Africa; School of Natural Resource Management, Nelson Mandela University, George, South Africa; Department of Agriculture, Cape Peninsula University of Technology, Wellington, South Africa; School of Natural Resource Management, Nelson Mandela University, George, South Africa; School of Natural Resource Management, Nelson Mandela University, George, South Africa","Soil acidity is a common, long-existing problem in smallholder farmer crop production systems of South Africa. Soils that have low cation exchange capacity, high aluminium content, and low basic cation status are especially prone to rapid acidification under intensive cultivation. Yield response to lime and gypsum applications is high on these soils, but the prohibitive costs of liming, coupled with the slow movement of lime and gypsum under no-till, are major problems encountered by farmers. This chapter proffers options for integrated acidity management under smallholder systems, towards reducing the reliance upon lime for sustainable crop production. Soil management practices that improve the soil organic matter content bring about opportunities to better manage acidity through increases in the buffering capacity of the soil against pH change. Within the context of conservation agriculture, farmers need recommendations for no-tillage techniques to improve liming efficiency. These recommendations include a ‘once-off tillage’ for lime incorporation, split lime applications, mulching for improving infiltration, and timely application of the lime, among others. The impact of soil acidity in crop production systems could also be reduced by adoption of acid-tolerant cultivars. Various organic amendments such as animal manures and composts are proven to increase the pH and significantly reduce exchangeable acidity. Biochar in particular is a potentially sustainable alternative to lime for soil acidity management.",,tech|09,meth|05,cont|5,0.01,0.01,0.01,0.02,0.54,0.02,0.01,0.01,0.01,0.75,0.73,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.93,0.01,0.01,0.03,0.03,0.0,0.0,0.01,0.0,0.13,0.87,,https://doi.org/10.1007/978-981-99-2427-1_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118539,18539.0,"Basak, B. et al.",2022,,10.1016/j.scitotenv.2022.153461,https://doi.org/10.1016/j.scitotenv.2022.153461,W4210403734,B. B. Basak; Binoy Sarkar; Ajoy Saha; Abhijit Sarkar; Sanchita Mandal; Jayanta Kumar Biswas; Hailong Wang; Nanthi Bolan,Revamping highly weathered soils in the tropics with biochar application: What we know and what is needed,"ICAR-Directorate of Medicinal and Aromatic Plants Research, Anand 387310, Gujrat, India; Lancaster Environment Centre, Lancaster University, Lancaster LA1 4YQ, United Kingdom; ICAR-Central Inland Fisheries Research Institute, Bangalore Research Centre, Bangalore 560089, Karnataka, India; ICAR-Indian Institute of Soil Science, Bhopal 462038, Madhya Pradesh, India; UK Centre for Ecology & Hydrology, Library Avenue, Lancaster LA1 4AP, United Kingdom; International Centre for Ecological Engineering, University of Kalyani, Kalyani 741235, West Bengal, India; Biochar Engineering Technology Research Centre of Guangdong Province, School of Environmental and Chemical Engineering, Foshan University, Foshan, Guangdong 528000, China; The UWA Institute of Agriculture, The University of Western Australia, Perth, WA 6001, Australia","Fast weathering of parent materials and rapid mineralization of organic matter because of prevalent climatic conditions, and subsequent development of acidity and loss/exhaustion of nutrient elements due to intensive agricultural practices have resulted in the degradation of soil fertility and productivity in the vast tropical areas of the world. There is an urgent need for rejuvenation of weathered tropical soils to improve crop productivity and sustainability. For this purpose, biochar has been found to be more effective than other organic soil amendments due to biochar's stability in soil, and thus can extend the benefits over long duration. This review synthesizes information concerning the present status of biochar application in highly weathered tropical soils highlighting promising application strategies for improving resource use efficiency in terms of economic feasibility. In this respect, biochar has been found to improve crop productivity and soil quality consistently through liming and fertilization effects in low pH and infertile soils under low-input conditions typical of weathered tropical soils. This paper identifies several advance strategies that can maximize the effectiveness of biochar application in weathered tropical soils. However, strategies for the reduction of costs of biochar production and application to increase the material's use efficiency need future development. At the same time, policy decision by linking economic benefits with social and environmental issues is necessary for successful implementation of biochar technology in weathered tropical soils. This review recommends that advanced biochar strategies hold potential for sustaining soil quality and agricultural productivity in tropical soils.",,tech|09,meth|05,cont|5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.scitotenv.2022.153461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119516,19516.0,"Ginebra, M. et al.",2022,,10.1016/j.scitotenv.2021.150465,https://doi.org/10.1016/j.scitotenv.2021.150465,W3201757079,Milagros Ginebra; Cristina Muñoz; Roberto Calvelo Pereira; Marcelo Doussoulin; Erick Zagal,"Biochar impacts on soil chemical properties, greenhouse gas emissions and forage productivity: A field experiment","Doctoral Program in Agronomic Sciences, Universidad de Concepción, Chillán 3812120, Chile; Department of Soils and Natural Resources, Faculty of Agronomy, Universidad de Concepción, Chillán 3812120, Chile; Environmental Sciences Group, School of Agriculture and Environment, Massey University, PB 11222, Palmerston North, New Zealand; Department of Animal Production, Faculty of Agronomy, Universidad de Concepción, Chillán 3812120, Chile; Department of Soils and Natural Resources, Faculty of Agronomy, Universidad de Concepción, Chillán 3812120, Chile","Biochar is a promising alternative to agricultural productivity and climate change mitigation. However, quantitative data are needed to better understand the productivity and greenhouse gas (GHG) emissions from agricultural fields amended with biochar. To assess the impacts of the four biochars on soil properties, forage productivity, and GHG emissions, a 1-year field experiment was conducted in a Humic Haploxerands (Andisol). Three manure-derived biochars and one wood residue biochar (all pyrolyzed at 550 °C) were applied at rates of 1% (equivalent to 11 t ha-1) in two parallel and independent experiments. The changes in (i) soil chemical properties and yield of Sorghum sudangrass (S. bicolor×S. bicolor var. Sudanese) and (ii) soil CO2 and N2O emissions were monitored. Two controls, with and without NPK, were included. The added amendments produced from residues of poultry and pig systems increased soil pH by 0.73 and 0.19 units, respectively. Increased sorghum yield were associated with fertilizer and the liming potential of the added biochar. Soil total carbon (TC) increased with the addition of different biochars, especially during the wood biochar treatment. Biochar application, regardless of the feedstock, had no significant impact on the cumulative soil CO2 emitted after a year. Soil N2O fluxes decreased (23%-50%) in treatments containing biochars with low mineral N contents and high C stability (i.e., low H:OC and Cox:TC ratios). NPK treatment resulted in the highest N2O emissions. Wood residue-derived biochar has a great potential in mitigating climate change, reducing soil N2O emissions, and promoting soil C storage. Manure-derived biochars could be instrumental in circular economy livestock systems, where pyrolyzed animal manure can satisfy the demand for nutrients and/or liming of Andisols under sustainable forage models.",,tech|04,meth|00,cont|5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.scitotenv.2021.150465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119843,19843.0,"Fang, X. et al.",2021,,10.1016/j.envpol.2021.117918,https://doi.org/10.1016/j.envpol.2021.117918,W3193662358,Xu Fang; Jing Wang; Hongping Chen; Iso Christl; Peng Wang; Ruben Kretzschmar; Fang‐Jie Zhao,Two-year and multi-site field trials to evaluate soil amendments for controlling cadmium accumulation in rice grain,"Institute of Biogeochemistry and Pollutant Dynamics, CHN, ETH Zurich, 8092, Zürich, Switzerland; Nanjing Agricultural University, College of Resources and Environmental Sciences, Nanjing, 210095, China; Nanjing Agricultural University, College of Resources and Environmental Sciences, Nanjing, 210095, China; Institute of Biogeochemistry and Pollutant Dynamics, CHN, ETH Zurich, 8092, Zürich, Switzerland; Nanjing Agricultural University, College of Resources and Environmental Sciences, Nanjing, 210095, China; Institute of Biogeochemistry and Pollutant Dynamics, CHN, ETH Zurich, 8092, Zürich, Switzerland; Nanjing Agricultural University, College of Resources and Environmental Sciences, Nanjing, 210095, China","Representing the staple crop for half of the world population, rice can accumulate high levels of cadmium (Cd) in its grain, posing concerns on food safety. Different soil amendments have been proposed to decrease Cd accumulation in rice grain by either decreasing soil Cd availability, introducing competitive ions on Cd uptake, or down-regulating the expression of transporters for Cd uptake. However, the effectiveness of soil amendments applied alone or in combinations needs to be tested under field conditions. Here, we present results of field trials with two rice cultivars differing in Cd accumulation grown at three field sites in southern China in two years, to investigate the effects of two Mn-containing soil amendments (MnO2, Mn-loaded biochar (MB)), Si fertilizer (Si), limestone, and K2SO4, as well as interactions among MnO2, Si, and limestone on decreasing Cd accumulation in rice grain. We found that single applications of MnO2 or MB to acidic soils low in Mn decreased grain Cd concentrations by 44–53 % or 78–82 %, respectively, over two years without decrease in performance. These effects were comparable to or greater than those induced by limestone liming alone (45–62 %). Strong interactions between MnO2 and limestone resulting from their influence on soil extractable Cd and Mn led to non-additive effects on lowering grain Cd. MB addition minimized grain Cd concentrations, primarily by increasing extractable and dissolved Mn concentrations, but also by decreasing Cd extractability in soil. In comparison, Si and K2SO4 amendments affected grain Cd levels only weakly. We conclude that the amendments that decrease labile Cd and increase labile Mn in soils are most effective at reducing Cd accumulation in rice grain, thus contributing to food safety.",,tech|10,meth|00,cont|5,0.01,0.01,0.01,0.02,0.47,0.01,0.01,0.01,0.01,0.67,0.69,0.01,0.01,0.01,0.02,0.01,0.01,0.98,0.02,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0,,https://doi.org/10.1016/j.envpol.2021.117918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
